subject,body,label
New note about photo contest reminder,The facilities team published details for photo contest reminder. No action is required unless you want to participate. Reference ID EMAIL-03741.,normal
Optional: holiday decoration guidelines,Please see the attached information about holiday decoration guidelines. It is informational and can be reviewed by the end of the month. Reference ID EMAIL-02441.,normal
Support update: new coffee machine,The support team published details for new coffee machine. No action is required unless you want to participate. Reference ID EMAIL-04444.,normal
Data escalation: failed login spike,A high-priority request came in from Acme Retail regarding failed login spike. Leadership expects an update before the client call. Reference ID EMAIL-00058.,important
Approval needed: failed login spike,"The support team found a failed login spike. This may affect customers, revenue, access, or compliance unless handled within 30 minutes. Reference ID EMAIL-03547.",important
Production risk: security alert,A high-priority request came in from UrbanCart regarding security alert. Leadership expects an update within 24 hours. Reference ID EMAIL-02201.,important
new coffee machine from Operations,A friendly reminder about new coffee machine. Participation is optional and there is no operational impact. Reference ID EMAIL-02049.,normal
Urgent: checkout outage for Vertex Logistics,"A control check flagged checkout outage. Send acknowledgement, risk notes, and resolution plan before the client call. Reference ID EMAIL-03761.",important
photo contest reminder available,Please see the attached information about photo contest reminder. It is informational and can be reviewed by the end of the month. Reference ID EMAIL-01252.,normal
Action required: failed login spike,The current failed login spike can delay operations and trigger escalation. Please join the response thread before the release window. Reference ID EMAIL-03431.,important
Action required: security alert,"Vertex Logistics is blocked because of a security alert. Please respond before payroll closes with owner, status, and next action. Reference ID EMAIL-03886.",important
conference room rename available,Sharing a general update about conference room rename. Review it this quarter if it is useful for your work. Reference ID EMAIL-04996.,normal
Customer impact alert: vendor service suspension,"The hr team found a vendor service suspension. This may affect customers, revenue, access, or compliance unless handled within 30 minutes. Reference ID EMAIL-02092.",important
